name,path,color,stroke_width,class,,reverseFirstPath,reverseSecondPath,,projection
LRT_pathmain,"M218.286,409.824C218.63815,408.31943,217.77311,408.33376,215.18792,407.37009C212.37063,406.31991,213.04644,411.43968,211.72917999999999,414.74018C210.24769999999998,418.45213,207.29155999999998,422.16044,203.69849,423.91064C199.74441,425.83669,194.95296,424.98304,190.55581999999998,425.08114C186.05379,425.18155,183.45923,423.20422,179.51559999999998,423.54823C175.25857999999997,423.91958,174.42791999999997,423.97964,173.63961999999998,427.15652C173.17666999999997,429.02223,173.34329999999997,431.65461,174.88644,432.80087C177.941,435.06978999999995,181.0675,435.00064,182.80429999999998,437.30769999999995C185.45728999999997,440.98590999999993,183.21611,441.45066999999995,183.51038999999997,444.57773C183.94230999999996,449.16731999999996,184.38655999999997,454.76901999999995,184.33849999999998,459.16456999999997C184.32,460.85382,184.61389999999997,466.64934,184.59861999999998,468.07676C184.50462,476.85875,184.95705999999998,474.70950999999997,183.05913999999999,484.50293C181.26331,493.76958,182.65975999999998,490.61529,179.09923999999998,496.82322999999997L170.77952999999997,511.32903C169.27095999999997,513.95929,169.77347999999998,514.40427,171.24170999999996,517.05724C172.66982999999996,519.63774,172.67337999999995,519.9683699999999,174.45440999999997,520.4235699999999L187.44990999999996,523.74497C188.05814999999996,523.9004199999999,187.93155999999996,524.68161,187.02893999999995,524.4612599999999L184.59396999999996,523.8668399999999C183.72880999999995,523.65564,183.86024999999995,522.8650499999999,183.31894999999994,522.7085099999999C182.21757999999994,522.3899799999999,181.68678999999995,523.9528899999999,182.60927999999996,524.1768699999999L191.06185999999997,526.2291399999999C192.60764999999998,526.6044599999999,192.56568999999996,527.5127699999999,187.31292999999997,513.1181199999999C187.13061999999996,512.6185199999999,187.30792999999997,512.0544999999998,187.30592999999996,511.5226999999999L187.28882999999996,507.71252999999984C187.28582999999998,507.04926999999986,187.58659999999998,506.71536999999984,188.19001999999998,506.44001999999983L196.29281999999998,502.7425999999998C198.65549,501.6644799999998,196.36951999999997,493.3984499999998,199.26755999999997,493.3658499999998L208.42170999999996,493.2628199999998C209.49305999999996,493.25071999999983,210.19497999999996,491.8717499999998,210.21397999999996,490.4642299999998L210.56352999999996,464.5440399999998C210.57412999999997,463.7609099999998,211.79614999999995,463.05440999999985,212.22012999999995,463.08174999999983L220.41646999999995,463.61021999999986C228.12056999999996,464.10694999999987,218.45015999999995,441.01881999999983,220.70686999999995,431.8268699999999C221.29946999999996,429.41310999999985,223.54404999999994,426.21513999999985,223.45624999999995,423.73123999999984C223.29273999999995,419.10330999999985,215.56590999999995,416.93341999999984,216.97180999999995,413.2592099999998L218.28613999999996,409.8243099999998C219.10595999999995,407.6817899999998,220.55879999999996,406.38895999999977,221.07693999999995,405.0178999999998C223.41893999999996,398.82055999999983,223.55114999999995,398.06886999999983,229.95864999999995,390.05618999999984C256.16450999999995,357.28530999999987,242.27008999999995,370.78593999999987,306.42724,323.8743499999998C310.79785,320.67855999999983,315.62887,318.49999999999983,324.748,318.49999999999983L365.5,318.49999999999983C367.91929,318.49999999999983,369.87025,313.5211499999998,373,313.49999999999983M216.13,415.678L208.4496,439.40054C207.45537000000002,442.47143,204.59488000000002,444.64331999999996,203.29363,447.59724C202.88,448.5362,203.00916,448.73283,202.47740000000002,450.56513C196.17362000000003,449.07429,196.85194,449.77714000000003,195.94101,447.64779L191.97106,438.3678C191.48525,437.23217999999997,191.00236999999998,437.03922,189.89955,436.91330999999997C187.99323,436.69566,184.41479,436.33466999999996,182.804,437.308M202.477,450.565C202.477,450.565,200.92825,456.80453,200.40859,459.72593C200.13594,461.25873,200.64658,461.59173,202.19162,461.78324L208.56022,462.57263C209.67989,462.71141,210.52847,463.4543,210.564,464.544M184.34967,458.1458C184.97521,459.17289,185.6797,459.34657,186.59031000000002,459.42624L198.03661000000002,460.42768C199.03991000000002,460.51548,200.18320000000003,460.69019000000003,200.64998000000003,461.25833M210.214,490.464L210.2335,497.52157C210.2405,500.15125,213.19957,497.83714,216.22791999999998,497.38329M216.97176,413.25911L216.12983,415.67814000000004C215.80534,416.61046000000005,215.29125,416.57788000000005,213.64976,415.84622C211.74558,414.99746,211.87473,415.28267,211.15064999999998,415.978M289.76714,301.17354L298.10150999999996,295.0296C298.72047,294.57332,298.99879999999996,293.53983,298.51831,292.60532L294.0481,283.91135C292.25962999999996,280.43302,297.69964999999996,276.90078000000005,296.7768,273.10002000000003C295.78357,269.00942000000003,289.65466999999995,267.59926,288.6353,263.51509000000004C287.75088999999997,259.97165000000007,292.96115999999995,256.34665000000007,291.58574999999996,252.96340000000004C291.32062999999994,252.31126000000003,291.1101,251.50542000000004,290.48024,251.21871000000004L281.67077,247.20870000000005C280.86626,246.84249000000005,278.95253,247.83368000000004,278.61056,248.64878000000004L274.38185000000004,258.72810000000004C272.39795000000004,263.45682000000005,274.58343,269.06338000000005,276.00017,272.27896000000004L282.83027000000004,287.78132000000005C283.97282000000007,290.37458000000004,286.26107,293.63439000000005,287.38069,296.23763L296.59462,317.66098C297.82194000000004,320.51463,291.36064000000005,323.25183,291.30896,326.16613L291.16028,334.5512M289.66126,265.51064C288.85604,264.73947000000004,288.11884000000003,264.54809,287.4386,264.94087C284.09129,266.87366000000003,280.8079,268.29505,277.4606,270.22785C276.85385,270.5782,275.45919,270.40051,274.86484,269.50935",black,4,lr path,,FALSE,FALSE,,"M117.5999984741211,313C112.5999984741211,313,112.5999984741211,313,106.5999984741211,313C100.5999984741211,313,91.5999984741211,313,80.5999984741211,313C71.19999694824219,313,69.19999694824219,315,69.19999694824219,320C69.19999694824219,321,69.19999694824219,323,69.19999694824219,325C69.19999694824219,327,69.19999694824219,329,69.19999694824219,332.3999938964844C69.19999694824219,334,69.19999694824219,337,69.19999694824219,338.3999938964844C69.19999694824219,342,69.19999694824219,341,69.19999694824219,344.3999938964844C69.19999694824219,347,69.19999694824219,349,69.19999694824219,351.3999938964844C69.19999694824219,354,69.19999694824219,358,69.19999694824219,364C69.19999694824219,371,69.19999694824219,378,69.19999694824219,390C69.19999694824219,391.79998779296875,69.19999694824219,392.79998779296875,69.19999694824219,394.79998779296875C69.19999694824219,396.79998779296875,69.19999694824219,395.79998779296875,69.19999694824219,398.3999938964844C69.19999694824219,401.79998779296875,69.19999694824219,404.79998779296875,69.19999694824219,406.3999938964844L69.19999694824219,415.3999938964844C69.19999694824219,417.3999938964844,69.19999694824219,417.3999938964844,69.19999694824219,421.3999938964844C69.19999694824219,426.3999938964844,71.19999694824219,427.3999938964844,75.19999694824219,427.3999938964844L82.19999694824219,427.3999938964844C85.19999694824219,427.3999938964844,86.19999694824219,427.3999938964844,90.19999694824219,427.3999938964844L94.19999694824219,427.3999938964844C95.19999694824219,427.3999938964844,96.19999694824219,427.3999938964844,99.19999694824219,427.3999938964844C96.19999694824219,427.3999938964844,101.19999694824219,427.3999938964844,104.19999694824219,427.3999938964844L107.19999694824219,427.3999938964844C109.19999694824219,427.3999938964844,109.19999694824219,427.3999938964844,111.19999694824219,427.3999938964844C117.19999694824219,427.3999938964844,116.19999694824219,425.3999938964844,116.19999694824219,421.3999938964844L116.19999694824219,417.3999938964844C116.19999694824219,415.3999938964844,116.19999694824219,415.3999938964844,116.19999694824219,413.3999938964844L116.19999694824219,409.3999938964844C116.19999694824219,411.3999938964844,116.19999694824219,409.3999938964844,116.19999694824219,404.3999938964844L116.19999694824219,401.3999938964844C116.19999694824219,400.3999938964844,116.19999694824219,400.3999938964844,116.19999694824219,398.3999938964844L116.19999694824219,394.3999938964844C116.19999694824219,392.3999938964844,116.19999694824219,392.3999938964844,116.19999694824219,390.3999938964844L133.1999969482422,375.3999938964844C133.1999969482422,360.3999938964844,133.1999969482422,355.3999938964844,133.1999969482422,341.3999938964844C133.1999969482422,325.3999938964844,133.1999969482422,331.3999938964844,129.1999969482422,321.3999938964844C124.19999694824219,317.3999938964844,123.19999694824219,316.3999938964844,121.19999694824219,314.3999938964844L117.5999984741211,313C122.5999984741211,313,127.5999984741211,313,133.60000610351562,313C149.60000610351562,313,146.39999389648438,301,146.39999389648438,292C146.39999389648438,285,146.39999389648438,275,146.39999389648438,269C159.39999389648438,269,156.39999389648438,272,156.39999389648438,286L156.1999969482422,308.6000061035156C156.60000610351562,313,166.39999389648438,312,172.39999389648438,312M104.19999694824219,330.3999938964844L104.19999694824219,344.3999938964844C104.19999694824219,346.3999938964844,104.19999694824219,345.3999938964844,104.19999694824219,351.3999938964844C101.19999694824219,351.3999938964844,102.19999694824219,351.3999938964844,99.19999694824219,351.3999938964844C96.19999694824219,351,97.19999694824219,351.3999938964844,93.19999694824219,351L90.19999694824219,351C86.19999694824219,351,83.19999694824219,351,79.19999694824219,351C74.19999694824219,351.3999938964844,74.19999694824219,351,69.19999694824219,351.3999938964844M116.19999694824219,390C110.19999694824219,389.3999938964844,102.19999694824219,390.3999938964844,93.19999694824219,390C99.19999694824219,390,99.19999694824219,390,104.19999694824219,390L108.19999694824219,390.3999938964844C112.19999694824219,390,113.19999694824219,390,116.19999694824219,390M69.19999694824219,390C71.19999694824219,390.79998779296875,77.19999694824219,390,80.19999694824219,390L84.19999694824219,390C88.19999694824219,390,88.19999694824219,390,93.19999694824219,390M75.80000305175781,427.6000061035156L87.80000305175781,427.6000061035156C98.80000305175781,426.6000061035156,97.80000305175781,427.6000061035156,108.80000305175781,427.6000061035156M117.19999694824219,313.20001220703125L113.19999694824219,316.20001220703125C110.19999694824219,319.20001220703125,108.19999694824219,321.20001220703125,107.19999694824219,323.20001220703125C105.19999694824219,325.20001220703125,104.19999694824219,328.3999938964844,104.19999694824219,330.3999938964844M144.39999389648438,215.8000030517578L142.39999389648438,213.8000030517578C141.1999969482422,213,141.1999969482422,213,138.39999389648438,210.8000030517578L134.1999969482422,207C132.1999969482422,204,130.1999969482422,203,128.39999389648438,200.8000030517578C124.19999694824219,197,125,196,125,184C124,176,122,174,117,173C105,173,98,173,83.19999694824219,173L77.19999694824219,173C69.19999694824219,173,70.19999694824219,181,70.19999694824219,181L70.19999694824219,181C70.19999694824219,186,70.19999694824219,186,70.19999694824219,194L70.19999694824219,209C71.19999694824219,219,76.19999694824219,216,91.19999694824219,216L145.39999389648438,215.8000030517578C146.39999389648438,254,146.39999389648438,254,146.39999389648438,260L146.39999389648438,269M125,195C115.19999694824219,194,109.19999694824219,194,104.19999694824219,194C95.19999694824219,194,95.19999694824219,194,87.19999694824219,194C78.19999694824219,194,74.19999694824219,194,70.19999694824219,194"
LRT_path2,"M183.8079,446.59068C183.43787999999998,447.84697,182.84687,447.89917,182.14011,447.92523C181.02957,447.96613,181.23247999999998,448.40267,181.24802,449.53356C181.28802,452.44388000000004,180.61321999999998,451.79591000000005,180.65803,453.70614C180.67693,454.50971,180.52355,455.39035,182.47713,455.37578C184.04984,455.36408,184.34096,456.79606,184.34096,456.79606M210.40224,474.42479C209.52548000000002,476.39779,209.16655,475.97342,206.99338,476.02729999999997C203.76500000000001,476.10729999999995,204.47371,475.31690999999995,204.44897,480.24766C204.43427,483.18027,204.11558,482.94547,206.15817,482.95861C210.21509,482.98471,209.93560000000002,482.95061000000004,210.28996,481.76257000000004",black,4,lr narrow,,FALSE,FALSE,,"M104.19999694824219,351.3999938964844C104.19999694824219,358.3999938964844,104.19999694824219,356.3999938964844,104.19999694824219,366.3999938964844C104.19999694824219,370.3999938964844,104.19999694824219,369.3999938964844,105.19999694824219,373.3999938964844C106.19999694824219,375.3999938964844,106.19999694824219,376.3999938964844,107.19999694824219,378.3999938964844C107.19999694824219,378.3999938964844,108.19999694824219,381.3999938964844,110.19999694824219,383.3999938964844C111.19999694824219,384.3999938964844,112.19999694824219,386.3999938964844,116.19999694824219,390M70.80000305175781,389.79998779296875C75.80000305175781,389.79998779296875,79.80000305175781,389.79998779296875,82.80000305175781,389.79998779296875C84.80000305175781,389.79998779296875,86.80000305175781,389.79998779296875,89.80000305175781,389.79998779296875C94.80000305175781,389.79998779296875,96.80000305175781,389.79998779296875,100.80000305175781,389.79998779296875C106.80000305175781,389.79998779296875,107.80000305175781,389.79998779296875,115.80000305175781,389.79998779296875"
eastrailmain,"M586.97195,66.725894C588.29946,77.63165,592.83532,86.607248,593.33332,100.6365C593.7205799999999,111.54599999999999,595.72417,122.45876,606.5,132.5L645.3333129882812,168C662.71624,184.88399,675.4946199999999,182.91495,683.22606,186.34004000000002C690.5301499999999,189.57581000000002,695.98394,195.19923000000003,694.46898,205.82734000000002C686.86698,259.15886,690.90463,240.45829000000003,682.61016,266.26318000000003C680.33975,273.32664000000005,686.1540799999999,278.46312000000006,689.51977,279.95770000000005C700.2116599999999,284.70556000000005,708.73521,288.69576000000006,711,295.00000000000006C713.89114,303.04774000000003,720.3964,314.72300000000007,737,315.00000000000006C749.83027,315.21405000000004,754.95863,316.2697800000001,763,321.00000000000006L780,331.00000000000006C784.37344,333.57261000000005,789.05456,337.2488000000001,798.99068,337.07899000000003C806.08515,336.95775000000003,810.6397,338.79052,812.94219,343.47985000000006C814.32999,346.3063000000001,813.71123,350.99178000000006,819,355.00000000000006L840,371.00000000000006C847.80798,376.94894000000005,849.25217,381.3940600000001,849,386.00000000000006C848.67532,391.9302400000001,841.15921,395.33605000000006,841,401.00000000000006C840.78861,408.52034000000003,845.88444,411.04134000000005,845,416.00000000000006C843.92926,422.00320000000005,838.22832,426.55807000000004,833,430.00000000000006C827.36534,433.70943000000005,822.3479600000001,434.4766900000001,816.22481,442.53828000000004L806,456C805.29806,456.92416,805.32623,458.18978,799,468C797.10366,470.94069,790.16502,480.92201,788,484C785.05144,488.19195,782.72056,492.77394,780,497C778.67322,499.06099,777.76298,505.82122,769,514L754,528C743.97686,537.35493,732.51658,544.1061,736.49353,565.34387L745.89694,615.56005C746.65855,619.6271700000001,748.26125,622.52403,749.32706,624.02571C752.30174,628.21689,756.29036,638.65706,753.63198,647.2459C748.89821,662.53997,744.56279,665.56932,745,673C745.30181,678.12948,745.6728,680.1473,746.42375,682.84897L749.4168500000001,693.6172C750.85716,698.7989600000001,759.0185700000001,705.21126,761.9176000000001,708.9316C766.7394800000001,715.11954,766.7775600000001,717.58398,767.0000000000001,725",#53b7e8,4,er line,,FALSE,FALSE,,"M513.375,222.515625C531.125,222.515625,531.125,222.515625,548.875,222.515625C566.625,222.515625,566.625,222.515625,584.375,222.515625L654.375,222.515625C661.475,222.515625,661.475,222.515625,668.575,222.515625C675.675,222.515625,675.675,222.515625,682.775,222.515625C689.875,222.515625,689.875,222.515625,696.975,222.515625C704.075,222.515625,704.075,222.515625,711.175,222.515625C718.275,222.515625,718.275,222.515625,725.375,222.515625C760.375,222.515625,761,222.6666717529297,795.375,222.515625C800.46875,222.515625,800.46875,222.515625,805.5625,222.515625L815.75,222.515625C820.84375,222.515625,820.84375,222.515625,825.9375,222.515625C831.03125,222.515625,831.03125,222.515625,836.125,222.515625C841.21875,222.515625,841.21875,222.515625,846.3125,222.515625L856.5,222.515625C861.59375,222.515625,861.59375,222.515625,866.6875,222.515625C871.78125,222.515625,871.78125,222.515625,876.875,222.515625C888,223,892.5999755859375,224.8000030517578,900,230C906,235,910.5999755859375,244.8000030517578,909.5999755859375,274.79998779296875C909.5999755859375,282.79998779296875,909.5999755859375,282.79998779296875,909.5999755859375,286.79998779296875L909.5999755859375,293.79998779296875C909.875,306.18229166666663,909.875,306.18229166666663,909.875,315.8489583333333C909.875,325.515625,909.875,325.515625,909.875,335.1822916666667C909.875,344.84895833333337,909.875,344.84895833333337,909.875,354.515625C909.875,368.765625,909.875,368.765625,909.875,383.015625L909.875,411.515625C910,424.47395833333337,910,424.47395833333337,910.125,437.4322916666667L910.375,463.3489583333333C910.5,476.30729166666663,910.5,476.30729166666663,911,496.5C910.625,512.890625,910.625,512.890625,910.625,536.515625C910.625,560.140625,910.625,560.140625,910.625,583.765625C910.6666870117188,587.3333129882812,911,596.5,910.6666870117188,605.3333129882812L911,615.5C911,626.5,911,637.5,911,661.5C911,693.5,911,674.5,911,733.5"
lokmachauspur,"M459.34697,111C488.36754,109.08056,483.13415,116.39701,485.40839,124.27151C488.62978,135.42548,493.90547,133.41932,504.59636,131.68409C513.1311000000001,130.29882,523.35374,126.33962,538.42544,126.26357999999999L588.38247,126.01154999999999C594.4759300000001,125.98084999999999,601.45197,128.00896999999998,606.5,132.5",black,4,er line,,FALSE,FALSE,,"M465.5,249C476.6666564941406,249,477.5,249,486.5,249C506.5,249,497.5,249,518.5,249C529.5,249,543.5,249,561.5,249L566.6666870117188,249C578.5,248,583.5,244,583.6666870117188,222"
racecoursespur,"M833,430C830.18381,432.74532,828.62457,436.26861,827,440C824.97656,444.64754,823.92332,445.99881,821.5,449C818.57122,452.62719,813.99509,457.65387,812,460C809.22243,463.26629,802.17407,463.37048,799,468",black,4,er line,,FALSE,FALSE,,"M909.5999755859375,274.79998779296875C918.5,274.5,924.5,275.5,929.5,278.5C933.5,282.5,936.5,287.5,937.5,296.5C937.5,306.5,932.5,313.5,925.5,316.5C914.5,317.5,920.5,317.5,909.5,317.5"
mosrail,"M938.83378,358.91701L929.39215,361.16842C926.74769,361.79901,925.2519,364.25910000000005,923.80102,366.07686C920.55133,370.1483,916.76733,368.68234,901,370C895.00532,370.50097,892.91831,372.82216,891.32755,377.46174L886,393C883.95253,398.97161,882.22941,403.96396,882.22941,403.96396C880.84559,408.71531999999996,882.44167,410.74259,880,418C878.5517,422.30481,876.47802,426.79638,874.22407,429.39684C868.26332,436.27397,860.29193,439.35987,855,445C851.55861,448.66783,846.77307,455.05997,845,460C843.32151,464.67652,846.76461,470.42865,841,477C832.96651,486.15776,832.48046,486.84911,825,495C817.12603,503.57966,814.72327,502.22599,806,512C802.61642,515.79115,798.4141,518.56777,792.56487,519.51066C790.83911,519.78886,788.4145,520,786.62302,520L775,520C770.02042,520,768.88992,522.7547,765.97704,524.30832C762.90309,525.9478399999999,759.85077,526.0654099999999,756,530C752.26491,533.81639,749.59745,535.80299,746.24105,539.4816",black,4,mos line,,FALSE,FALSE,,"M1430.5,221.5L1430.375,221.515625C1412.0625,221.515625,1412.0625,221.515625,1393.75,221.515625C1375.4375,221.515625,1375.4375,221.515625,1357.125,221.515625C1339.0625,221.515625,1339.0625,221.515625,1321,221.515625L1284.875,221.515625C1266.5,221.515625,1266.5,221.515625,1248.125,221.515625C1229.75,221.515625,1229.75,221.515625,1211.375,221.515625C1202.1875,221.515625,1202.1875,221.515625,1193,221.515625C1183.8125,221.515625,1183.8125,221.515625,1174.625,221.515625C1165.4375,221.515625,1165.4375,221.515625,1156.25,221.515625C1147.0625,221.515625,1147.0625,221.515625,1137.875,221.515625C1101.5,221.515625,1101.5,221.515625,1065.5,221.5C1026.5,224.5,1023.5,242.5,1025.375,296.515625C1025.375,306.18229166666663,1025.375,306.18229166666663,1025.375,315.8489583333333C1025.375,325.515625,1025.375,325.515625,1025.5,335L1025.5,354C1024.5,378,998.5,386,969.5,385C922.5,384,915.5,385,917.375,411.515625C917.5,411,917.5,411,917.5,411"
westrail,"M770,725C769.54022,727.90628,768.43635,730.51217,767,733C766.17266,734.43299,764.21494,737.02805,763,738L753,746C751.80214,746.95829,751.12399,746.99088,749,748C746.67905,749.1027,745.10007,749.77999,744,750L739,751C735.27893,751.74421,735.16564,748.84684,734.60663,745.69892C732.46475,733.6373600000001,733.4861099999999,736.0725100000001,727.47988,718.62291C723.9922,708.4903400000001,719.97941,697.0078500000001,717.64846,691.7063800000001C710.86401,676.2759400000001,703.84012,666.4599600000001,693.99896,656.9075300000001C688.26482,651.34162,681.09944,647.22134,676.40369,645.07771C664.66944,639.72098,645.02266,638.97745,645.25933,627.21731C645.4247799999999,618.9961,636.02342,600.7447999999999,632.3514,594.11053C626.03104,582.6915,622.21518,578.0677400000001,614.33687,570.89144C608.93374,565.96977,599.48576,564.91428,594.89534,559.72853C589.8549300000001,554.03444,581.16119,545.75469,574.35278,538.52336C566.5092900000001,530.19267,561.06754,523.29345,554.25833,514.0479300000001L471,401C468.48333,397.58287,465.97513,392.03982,465,388L458,359C456.5249,352.88886,455.15898,350.97854,451,345L435,322C425.75037,308.70366,420.88129,308.22276,410,309L389,310.5C384.90882,310.79223,378.25936,311.33042,373,311C362.94254,310.36814,362.46783,306.78514,351,307C328,307.3333435058594,312.91653,283.97127,292,303C239.71006,350.57055,251.05329,330.15566,221,410C213.90905,428.83894,209,449.75,205,463",black,4,wr line,,FALSE,FALSE,,"M904.125,733.265625C895,743.5,881,755.5,870,755.5C853,755.5,858,755.5,840,755.5L828,755.5C803,755.5,815,755.5,793.125,755.765625C770,755.5,775,755.5,751,755.5L724,755.5C706,755.5,685,756.5,671,756.5C654,754.5,636,745.5,634.625,724.265625C637,668.5,638,682.5,594,635.5C561,600.5,538,585.5,537.875,563.515625C537.75,546.453125,537.75,546.453125,537.625,529.390625C537.5,512.328125,537.5,512.328125,537.375,495.265625C536,455,541.3333129882812,433,493.5,432C422.5,432,420.5,432,366.5,431C324.5,432,323.5,432,282,432.5C239,432,234,432,198.5,431C183.8000030517578,430.6000061035156,171.8000030517578,416.6000061035156,172,400.5L172,389.5C172,387,172,388,172,383L172,377C172,372,171,373,172,367.5L172,353.75C172,346.875,172,346.875,172,340L172,326.25C172,319.375,172,319.375,172,312.5C172,288,172,288,172,263.5C172,247,175.1999969482422,216,145.5,216C107.19999694824219,220,119,248.5,117.5999984741211,313C116.19999694824219,360.3999938964844,116.19999694824219,379.3999938964844,116.19999694824219,390"
disneyline,"M349.569,652.696C355.49060000000003,648.98317,358.49786,647.3274,360,646C368.87854,638.15428,375.37249,650.20171,374,657C371.53228,669.2231400000001,370.61195,693.10266,401,692",black,4,dn line,,FALSE,FALSE,,"M327,627C327,627,327,627,327.375,626.765625C348,604,369,606,370,617C371,630,371,661,371,679.5"
airportexpress,"M125.91892,671.61862C113.52208,675.68219,102.07177,673.5141699999999,108.69,689.0803099999999C120.7226,717.3811199999999,102.58301,719.79494,109.39099,743.2226699999999C115.25462,763.4007199999999,131.79319,771.1814999999999,148.5496,759.1866099999999C158.09695,752.3522499999999,167.02645,745.6322499999999,185.18152,741.5671899999999C193.17336,739.7777599999998,203.84980000000002,736.8513899999999,219.6495,726.3589999999999M349.569,652.696C353.62631,647.51685,353.1168,645.82348,356.41979000000003,641.96918C360.67045,637.00903,362.66031,637.26661,367,634M543.5,569C553.30864,567.38012,560.2296699999999,568.77882,566.9282,569.63491C568.90324,569.88732,570.9714299999999,570.1844,573.0148099999999,570.8215299999999L589.5772699999999,575.98573C591.7054499999999,576.6493,593.9083599999999,577.37599,595.7823299999999,578.69837L608.1403499999999,587.4188499999999C612.0830899999999,590.2010599999999,613.7405899999999,594.6419899999999,615.9022799999999,597.52767C626.8799399999999,612.1819399999999,630.2978699999999,624.75645,636.7546199999999,632.5948C646.3416699999999,644.23327,657.8094299999999,644.5025499999999,673.4052199999999,650.2387799999999C678.1649099999998,651.9894199999999,685.3530699999999,656.6345499999999,690.8996099999998,661.9101699999999C698.2914699999998,668.9409799999999,706.2078699999998,681.1291299999999,711.6270699999998,693.0699799999999C715.8528899999998,702.3813199999998,717.2983799999997,709.3726999999999,711.6902699999998,723.7769999999998C710.4168899999999,727.0476199999998,708.9631799999999,731.1682499999998,707.0000199999998,734.4999999999998M693.5905199999999,768.5594999999997C694.9904599999999,771.8058099999997,701.4982899999999,777.4448799999998,706.9338899999999,779.8098899999998",black,4,ae line,,FALSE,FALSE,,"M235.875,610.265625C198.3333282470703,647.3333129882812,191.3333282470703,652.3333129882812,192.875,670.015625C194,676.3333129882812,197,685.3333129882812,205.3333282470703,691.3333129882812C213,695.3333129882812,221,698.3333129882812,233,695.3333129882812C240,693,249.3333282470703,684.3333129882812,253.60000610351562,680C257.6000061035156,676,261.6000061035156,672,266.6000061035156,667M327.20001220703125,606C335.20001220703125,598,340.20001220703125,593,345.20001220703125,588C347.20001220703125,586,349.6666564941406,585.6666870117188,354.6666564941406,586.6666870117188M396.6666564941406,547.6666870117188C396.6666564941406,547.6666870117188,396.6666564941406,547.6666870117188,396.375,548.015625C405.20001220703125,540,405.20001220703125,540,414.25,530.75L423.20001220703125,521C431.20001220703125,514,438.20001220703125,505,448.20001220703125,504L459.20001220703125,504C466.20001220703125,504,466.20001220703125,504,473.20001220703125,504C483.20001220703125,504,490.20001220703125,504,497.20001220703125,504C512.6666870117188,505.6666564941406,522.6666870117188,508.6666564941406,523.2000122070312,536.4000244140625C523.2000122070312,589,523.2000122070312,599,523.2000122070312,625C523.2000122070312,647.5999755859375,523.2000122070312,657.5999755859375,523.2000122070312,676C523.2000122070312,691.5999755859375,523.2000122070312,701.5999755859375,523.2000122070312,724.4000244140625C523,814.4000244140625,524,820.4000244140625,561.2000122070312,826M646.6666870117188,826C646.6666870117188,826,646.6666870117188,826,646.625,826.015625"
